"File created on Wednesday, 25th November 2020.",,,,,,,,,,,,,,,,,,,,,
This information is provided as is. Please let us know of any mistakes or inaccuracies.,,,,,,,,,,,,,,,,,,,,,
Question Name:,URL:,Book Name?,Master Maths?,Replaced?,Subject:,Level:,Field:,Topic:,Number of Parts:,Contains Show/Hide Q?,Contains Multi Choice Q?,Contains Numeric Q?,Contains Symbolic Q?,Has Hints?,Has Video?,Has Diagram?,Required Practical,Related Questions:,Related Concepts:,Detailed Concept Sections:,Notes:
Essential GCSE Physics  8.11,https://isaacphysics.org/questions/gcse_ch2_8_q11,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  8.1, Essential GCSE Physics  8.10, Essential GCSE Physics  8.11, Essential GCSE Physics  8.12, Essential GCSE Physics  8.13, Essential GCSE Physics  8.15, Essential GCSE Physics  8.16, Essential GCSE Physics  8.17, Essential GCSE Physics  8.2, Essential GCSE Physics  8.3, Essential GCSE Physics  8.4, Essential GCSE Physics  8.5, Essential GCSE Physics  8.6, Essential GCSE Physics  8.7, Essential GCSE Physics  8.8, Essential GCSE Physics  8.9",,,
Essential GCSE Physics  8.12,https://isaacphysics.org/questions/gcse_ch2_8_q12,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  8.1, Essential GCSE Physics  8.10, Essential GCSE Physics  8.11, Essential GCSE Physics  8.12, Essential GCSE Physics  8.13, Essential GCSE Physics  8.14, Essential GCSE Physics  8.16, Essential GCSE Physics  8.17, Essential GCSE Physics  8.2, Essential GCSE Physics  8.3, Essential GCSE Physics  8.4, Essential GCSE Physics  8.5, Essential GCSE Physics  8.6, Essential GCSE Physics  8.7, Essential GCSE Physics  8.8, Essential GCSE Physics  8.9",,,
Essential GCSE Physics  8.13,https://isaacphysics.org/questions/gcse_ch2_8_q13,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  8.1, Essential GCSE Physics  8.10, Essential GCSE Physics  8.11, Essential GCSE Physics  8.12, Essential GCSE Physics  8.13, Essential GCSE Physics  8.14, Essential GCSE Physics  8.15, Essential GCSE Physics  8.17, Essential GCSE Physics  8.2, Essential GCSE Physics  8.3, Essential GCSE Physics  8.4, Essential GCSE Physics  8.5, Essential GCSE Physics  8.6, Essential GCSE Physics  8.7, Essential GCSE Physics  8.8, Essential GCSE Physics  8.9",,,
Essential GCSE Physics  8.14,https://isaacphysics.org/questions/gcse_ch2_8_q14,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  8.1, Essential GCSE Physics  8.10, Essential GCSE Physics  8.11, Essential GCSE Physics  8.12, Essential GCSE Physics  8.13, Essential GCSE Physics  8.14, Essential GCSE Physics  8.15, Essential GCSE Physics  8.16, Essential GCSE Physics  8.2, Essential GCSE Physics  8.3, Essential GCSE Physics  8.4, Essential GCSE Physics  8.5, Essential GCSE Physics  8.6, Essential GCSE Physics  8.7, Essential GCSE Physics  8.8, Essential GCSE Physics  8.9",,,
Essential GCSE Physics  8.15,https://isaacphysics.org/questions/gcse_ch2_8_q15,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  8.10, Essential GCSE Physics  8.11, Essential GCSE Physics  8.12, Essential GCSE Physics  8.13, Essential GCSE Physics  8.14, Essential GCSE Physics  8.15, Essential GCSE Physics  8.16, Essential GCSE Physics  8.17, Essential GCSE Physics  8.2, Essential GCSE Physics  8.3, Essential GCSE Physics  8.4, Essential GCSE Physics  8.5, Essential GCSE Physics  8.6, Essential GCSE Physics  8.7, Essential GCSE Physics  8.8, Essential GCSE Physics  8.9",,,
Essential GCSE Physics  8.16,https://isaacphysics.org/questions/gcse_ch2_8_q16,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  8.1, Essential GCSE Physics  8.10, Essential GCSE Physics  8.11, Essential GCSE Physics  8.12, Essential GCSE Physics  8.13, Essential GCSE Physics  8.14, Essential GCSE Physics  8.15, Essential GCSE Physics  8.16, Essential GCSE Physics  8.17, Essential GCSE Physics  8.2, Essential GCSE Physics  8.3, Essential GCSE Physics  8.4, Essential GCSE Physics  8.6, Essential GCSE Physics  8.7, Essential GCSE Physics  8.8, Essential GCSE Physics  8.9",,,
Essential GCSE Physics  8.17,https://isaacphysics.org/questions/gcse_ch2_8_q17,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  8.10, Essential GCSE Physics  8.11, Essential GCSE Physics  8.12, Essential GCSE Physics  8.13, Essential GCSE Physics  8.14, Essential GCSE Physics  8.15, Essential GCSE Physics  8.16, Essential GCSE Physics  8.17, Essential GCSE Physics  8.2, Essential GCSE Physics  8.3, Essential GCSE Physics  8.4, Essential GCSE Physics  8.5, Essential GCSE Physics  8.6, Essential GCSE Physics  8.7, Essential GCSE Physics  8.8, Essential GCSE Physics  8.9",,,
Essential GCSE Physics  8.18,https://isaacphysics.org/questions/gcse_ch2_8_q18,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  8.1, Essential GCSE Physics  8.10, Essential GCSE Physics  8.11, Essential GCSE Physics  8.12, Essential GCSE Physics  8.13, Essential GCSE Physics  8.14, Essential GCSE Physics  8.15, Essential GCSE Physics  8.16, Essential GCSE Physics  8.17, Essential GCSE Physics  8.3, Essential GCSE Physics  8.4, Essential GCSE Physics  8.5, Essential GCSE Physics  8.6, Essential GCSE Physics  8.7, Essential GCSE Physics  8.8, Essential GCSE Physics  8.9",,,
Essential GCSE Physics  8.19,https://isaacphysics.org/questions/gcse_ch2_8_q19,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  8.1, Essential GCSE Physics  8.10, Essential GCSE Physics  8.11, Essential GCSE Physics  8.12, Essential GCSE Physics  8.13, Essential GCSE Physics  8.14, Essential GCSE Physics  8.15, Essential GCSE Physics  8.16, Essential GCSE Physics  8.17, Essential GCSE Physics  8.2, Essential GCSE Physics  8.4, Essential GCSE Physics  8.5, Essential GCSE Physics  8.6, Essential GCSE Physics  8.7, Essential GCSE Physics  8.8, Essential GCSE Physics  8.9",,,
Essential GCSE Physics  8.2,https://isaacphysics.org/questions/gcse_ch2_8_q2,Physics GCSE,N,,Physics,,,,7,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  8.1, Essential GCSE Physics  8.10, Essential GCSE Physics  8.11, Essential GCSE Physics  8.12, Essential GCSE Physics  8.13, Essential GCSE Physics  8.14, Essential GCSE Physics  8.15, Essential GCSE Physics  8.16, Essential GCSE Physics  8.17, Essential GCSE Physics  8.2, Essential GCSE Physics  8.3, Essential GCSE Physics  8.5, Essential GCSE Physics  8.6, Essential GCSE Physics  8.7, Essential GCSE Physics  8.8, Essential GCSE Physics  8.9",,,
Essential GCSE Physics  8.3,https://isaacphysics.org/questions/gcse_ch2_8_q3,Physics GCSE,N,,Physics,,,,1,N,Y,N,N,Y,Y,N,,"Essential GCSE Physics  8.1, Essential GCSE Physics  8.10, Essential GCSE Physics  8.11, Essential GCSE Physics  8.12, Essential GCSE Physics  8.13, Essential GCSE Physics  8.14, Essential GCSE Physics  8.15, Essential GCSE Physics  8.16, Essential GCSE Physics  8.17, Essential GCSE Physics  8.2, Essential GCSE Physics  8.3, Essential GCSE Physics  8.4, Essential GCSE Physics  8.5, Essential GCSE Physics  8.7, Essential GCSE Physics  8.8, Essential GCSE Physics  8.9",,,
Essential GCSE Physics  8.4,https://isaacphysics.org/questions/gcse_ch2_8_q4,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  8.1, Essential GCSE Physics  8.10, Essential GCSE Physics  8.11, Essential GCSE Physics  8.12, Essential GCSE Physics  8.13, Essential GCSE Physics  8.14, Essential GCSE Physics  8.15, Essential GCSE Physics  8.16, Essential GCSE Physics  8.17, Essential GCSE Physics  8.2, Essential GCSE Physics  8.3, Essential GCSE Physics  8.4, Essential GCSE Physics  8.5, Essential GCSE Physics  8.6, Essential GCSE Physics  8.8, Essential GCSE Physics  8.9",,,
Essential GCSE Physics  8.5,https://isaacphysics.org/questions/gcse_ch2_8_q5,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  8.1, Essential GCSE Physics  8.10, Essential GCSE Physics  8.11, Essential GCSE Physics  8.12, Essential GCSE Physics  8.13, Essential GCSE Physics  8.14, Essential GCSE Physics  8.15, Essential GCSE Physics  8.16, Essential GCSE Physics  8.17, Essential GCSE Physics  8.2, Essential GCSE Physics  8.3, Essential GCSE Physics  8.4, Essential GCSE Physics  8.5, Essential GCSE Physics  8.6, Essential GCSE Physics  8.7, Essential GCSE Physics  8.9",,,
Essential GCSE Physics  8.6,https://isaacphysics.org/questions/gcse_ch2_8_q6,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  8.1, Essential GCSE Physics  8.10, Essential GCSE Physics  8.11, Essential GCSE Physics  8.12, Essential GCSE Physics  8.13, Essential GCSE Physics  8.14, Essential GCSE Physics  8.15, Essential GCSE Physics  8.16, Essential GCSE Physics  8.17, Essential GCSE Physics  8.2, Essential GCSE Physics  8.3, Essential GCSE Physics  8.4, Essential GCSE Physics  8.5, Essential GCSE Physics  8.6, Essential GCSE Physics  8.7, Essential GCSE Physics  8.8",,,
Essential GCSE Physics  8.7,https://isaacphysics.org/questions/gcse_ch2_8_q7,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  8.1, Essential GCSE Physics  8.11, Essential GCSE Physics  8.12, Essential GCSE Physics  8.13, Essential GCSE Physics  8.14, Essential GCSE Physics  8.15, Essential GCSE Physics  8.16, Essential GCSE Physics  8.17, Essential GCSE Physics  8.2, Essential GCSE Physics  8.3, Essential GCSE Physics  8.4, Essential GCSE Physics  8.5, Essential GCSE Physics  8.6, Essential GCSE Physics  8.7, Essential GCSE Physics  8.8, Essential GCSE Physics  8.9",,,
Essential GCSE Physics  8.8,https://isaacphysics.org/questions/gcse_ch2_8_q8,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  8.1, Essential GCSE Physics  8.10, Essential GCSE Physics  8.12, Essential GCSE Physics  8.13, Essential GCSE Physics  8.14, Essential GCSE Physics  8.15, Essential GCSE Physics  8.16, Essential GCSE Physics  8.17, Essential GCSE Physics  8.2, Essential GCSE Physics  8.3, Essential GCSE Physics  8.4, Essential GCSE Physics  8.5, Essential GCSE Physics  8.6, Essential GCSE Physics  8.7, Essential GCSE Physics  8.8, Essential GCSE Physics  8.9",,,
Essential GCSE Physics  8.9,https://isaacphysics.org/questions/gcse_ch2_8_q9,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  8.1, Essential GCSE Physics  8.10, Essential GCSE Physics  8.11, Essential GCSE Physics  8.13, Essential GCSE Physics  8.14, Essential GCSE Physics  8.15, Essential GCSE Physics  8.16, Essential GCSE Physics  8.17, Essential GCSE Physics  8.2, Essential GCSE Physics  8.3, Essential GCSE Physics  8.4, Essential GCSE Physics  8.5, Essential GCSE Physics  8.6, Essential GCSE Physics  8.7, Essential GCSE Physics  8.8, Essential GCSE Physics  8.9",,,
Essential GCSE Physics  9.1,https://isaacphysics.org/questions/gcse_ch2_9_q1,Physics GCSE,N,,Physics,,,,3,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  9.2, Essential GCSE Physics  9.3, Essential GCSE Physics  9.4, Essential GCSE Physics  9.5, Essential GCSE Physics  9.6",,,
Essential GCSE Physics  9.2,https://isaacphysics.org/questions/gcse_ch2_9_q2,Physics GCSE,N,,Physics,,,,2,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  9.1, Essential GCSE Physics  9.3, Essential GCSE Physics  9.4, Essential GCSE Physics  9.5, Essential GCSE Physics  9.6",,,
Essential GCSE Physics  9.3,https://isaacphysics.org/questions/gcse_ch2_9_q3,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  9.1, Essential GCSE Physics  9.2, Essential GCSE Physics  9.4, Essential GCSE Physics  9.5, Essential GCSE Physics  9.6",,,
Essential GCSE Physics  9.4,https://isaacphysics.org/questions/gcse_ch2_9_q4,Physics GCSE,N,,Physics,,,,3,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  9.1, Essential GCSE Physics  9.2, Essential GCSE Physics  9.3, Essential GCSE Physics  9.5, Essential GCSE Physics  9.6",,,
Essential GCSE Physics  9.5,https://isaacphysics.org/questions/gcse_ch2_9_q5,Physics GCSE,N,,Physics,,,,2,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics  9.1, Essential GCSE Physics  9.2, Essential GCSE Physics  9.3, Essential GCSE Physics  9.4, Essential GCSE Physics  9.6",,,
Essential GCSE Physics  9.6,https://isaacphysics.org/questions/gcse_ch2_9_q6,Physics GCSE,N,,Physics,,,,4,N,Y,Y,N,Y,Y,N,,"Essential GCSE Physics  9.1, Essential GCSE Physics  9.2, Essential GCSE Physics  9.3, Essential GCSE Physics  9.4, Essential GCSE Physics  9.5",,,
Essential GCSE Physics 10.1,https://isaacphysics.org/questions/gcse_ch2_10_q1,Physics GCSE,N,,Physics,,,,4,N,Y,N,N,Y,Y,N,,"Essential GCSE Physics 10.2, Essential GCSE Physics 10.3",,,
Essential GCSE Physics 10.2,https://isaacphysics.org/questions/gcse_ch2_10_q2,Physics GCSE,N,,Physics,,,,10,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 10.1, Essential GCSE Physics 10.3",,,
Essential GCSE Physics 10.3,https://isaacphysics.org/questions/gcse_ch2_10_q3,Physics GCSE,N,,Physics,,,,8,N,Y,Y,N,Y,Y,N,,"Essential GCSE Physics 10.1, Essential GCSE Physics 10.2",,,
Essential GCSE Physics 11.1,https://isaacphysics.org/questions/gcse_ch2_11_q1,Physics GCSE,N,,Physics,,,,16,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 11.10, Essential GCSE Physics 11.2, Essential GCSE Physics 11.3, Essential GCSE Physics 11.4, Essential GCSE Physics 11.5, Essential GCSE Physics 11.6, Essential GCSE Physics 11.7, Essential GCSE Physics 11.8, Essential GCSE Physics 11.9",,,
Essential GCSE Physics 11.10,https://isaacphysics.org/questions/gcse_ch2_11_q10,Physics GCSE,N,,Physics,,,,2,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 11.1, Essential GCSE Physics 11.2, Essential GCSE Physics 11.3, Essential GCSE Physics 11.4, Essential GCSE Physics 11.5, Essential GCSE Physics 11.6, Essential GCSE Physics 11.7, Essential GCSE Physics 11.8, Essential GCSE Physics 11.9",,,
Essential GCSE Physics 11.2,https://isaacphysics.org/questions/gcse_ch2_11_q2,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 11.1, Essential GCSE Physics 11.10, Essential GCSE Physics 11.3, Essential GCSE Physics 11.4, Essential GCSE Physics 11.5, Essential GCSE Physics 11.6, Essential GCSE Physics 11.7, Essential GCSE Physics 11.8, Essential GCSE Physics 11.9",,,
Essential GCSE Physics 11.3,https://isaacphysics.org/questions/gcse_ch2_11_q3,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 11.1, Essential GCSE Physics 11.10, Essential GCSE Physics 11.2, Essential GCSE Physics 11.4, Essential GCSE Physics 11.5, Essential GCSE Physics 11.6, Essential GCSE Physics 11.7, Essential GCSE Physics 11.8, Essential GCSE Physics 11.9",,,
Essential GCSE Physics 11.4,https://isaacphysics.org/questions/gcse_ch2_11_q4,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 11.1, Essential GCSE Physics 11.10, Essential GCSE Physics 11.2, Essential GCSE Physics 11.3, Essential GCSE Physics 11.5, Essential GCSE Physics 11.6, Essential GCSE Physics 11.7, Essential GCSE Physics 11.8, Essential GCSE Physics 11.9",,,
Essential GCSE Physics 11.5,https://isaacphysics.org/questions/gcse_ch2_11_q5,Physics GCSE,N,,Physics,,,,2,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 11.1, Essential GCSE Physics 11.10, Essential GCSE Physics 11.2, Essential GCSE Physics 11.3, Essential GCSE Physics 11.4, Essential GCSE Physics 11.6, Essential GCSE Physics 11.7, Essential GCSE Physics 11.8, Essential GCSE Physics 11.9",,,
Essential GCSE Physics 11.6,https://isaacphysics.org/questions/gcse_ch2_11_q6,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 11.1, Essential GCSE Physics 11.10, Essential GCSE Physics 11.2, Essential GCSE Physics 11.3, Essential GCSE Physics 11.4, Essential GCSE Physics 11.5, Essential GCSE Physics 11.7, Essential GCSE Physics 11.8, Essential GCSE Physics 11.9",,,
Essential GCSE Physics 11.7,https://isaacphysics.org/questions/gcse_ch2_11_q7,Physics GCSE,N,,Physics,,,,5,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 11.1, Essential GCSE Physics 11.10, Essential GCSE Physics 11.2, Essential GCSE Physics 11.3, Essential GCSE Physics 11.4, Essential GCSE Physics 11.5, Essential GCSE Physics 11.6, Essential GCSE Physics 11.8, Essential GCSE Physics 11.9",,,
Essential GCSE Physics 11.8,https://isaacphysics.org/questions/gcse_ch2_11_q8,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 11.1, Essential GCSE Physics 11.10, Essential GCSE Physics 11.2, Essential GCSE Physics 11.3, Essential GCSE Physics 11.4, Essential GCSE Physics 11.5, Essential GCSE Physics 11.6, Essential GCSE Physics 11.7, Essential GCSE Physics 11.9",,,
Essential GCSE Physics 11.9,https://isaacphysics.org/questions/gcse_ch2_11_q9,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 11.1, Essential GCSE Physics 11.10, Essential GCSE Physics 11.2, Essential GCSE Physics 11.3, Essential GCSE Physics 11.4, Essential GCSE Physics 11.5, Essential GCSE Physics 11.6, Essential GCSE Physics 11.7, Essential GCSE Physics 11.8",,,
Essential GCSE Physics 12.1,https://isaacphysics.org/questions/gcse_ch2_12_q1,Physics GCSE,N,,Physics,,,,4,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 12.2, Essential GCSE Physics 12.3, Essential GCSE Physics 12.4",,,
Essential GCSE Physics 12.2,https://isaacphysics.org/questions/gcse_ch2_12_q2,Physics GCSE,N,,Physics,,,,5,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 12.1, Essential GCSE Physics 12.3, Essential GCSE Physics 12.4",,,
Essential GCSE Physics 12.3,https://isaacphysics.org/questions/gcse_ch2_12_q3,Physics GCSE,N,,Physics,,,,6,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 12.1, Essential GCSE Physics 12.2, Essential GCSE Physics 12.4",,,
Essential GCSE Physics 12.4,https://isaacphysics.org/questions/gcse_ch2_12_q4,Physics GCSE,N,,Physics,,,,12,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 12.1, Essential GCSE Physics 12.2, Essential GCSE Physics 12.3",,,
Essential GCSE Physics 13.1,https://isaacphysics.org/questions/gcse_ch2_13_q1,Physics GCSE,N,,Physics,,,,15,N,Y,Y,N,Y,Y,N,,"Essential GCSE Physics 13.10, Essential GCSE Physics 13.11, Essential GCSE Physics 13.12, Essential GCSE Physics 13.13, Essential GCSE Physics 13.14, Essential GCSE Physics 13.15, Essential GCSE Physics 13.16, Essential GCSE Physics 13.2, Essential GCSE Physics 13.3, Essential GCSE Physics 13.4, Essential GCSE Physics 13.5, Essential GCSE Physics 13.6, Essential GCSE Physics 13.7, Essential GCSE Physics 13.8, Essential GCSE Physics 13.9",,,
Essential GCSE Physics 13.10,https://isaacphysics.org/questions/gcse_ch2_13_q10,Physics GCSE,N,,Physics,,,,2,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 13.1, Essential GCSE Physics 13.11, Essential GCSE Physics 13.12, Essential GCSE Physics 13.13, Essential GCSE Physics 13.14, Essential GCSE Physics 13.15, Essential GCSE Physics 13.16, Essential GCSE Physics 13.2, Essential GCSE Physics 13.3, Essential GCSE Physics 13.4, Essential GCSE Physics 13.5, Essential GCSE Physics 13.6, Essential GCSE Physics 13.7, Essential GCSE Physics 13.8, Essential GCSE Physics 13.9",,,
Essential GCSE Physics 13.11,https://isaacphysics.org/questions/gcse_ch2_13_q11,Physics GCSE,N,,Physics,,,,2,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 13.1, Essential GCSE Physics 13.10, Essential GCSE Physics 13.12, Essential GCSE Physics 13.13, Essential GCSE Physics 13.14, Essential GCSE Physics 13.15, Essential GCSE Physics 13.16, Essential GCSE Physics 13.2, Essential GCSE Physics 13.3, Essential GCSE Physics 13.4, Essential GCSE Physics 13.5, Essential GCSE Physics 13.6, Essential GCSE Physics 13.7, Essential GCSE Physics 13.8, Essential GCSE Physics 13.9",,,
Essential GCSE Physics 13.12,https://isaacphysics.org/questions/gcse_ch2_13_q12,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 13.1, Essential GCSE Physics 13.10, Essential GCSE Physics 13.11, Essential GCSE Physics 13.13, Essential GCSE Physics 13.14, Essential GCSE Physics 13.15, Essential GCSE Physics 13.16, Essential GCSE Physics 13.2, Essential GCSE Physics 13.3, Essential GCSE Physics 13.4, Essential GCSE Physics 13.5, Essential GCSE Physics 13.6, Essential GCSE Physics 13.7, Essential GCSE Physics 13.8, Essential GCSE Physics 13.9",,,
Essential GCSE Physics 13.13,https://isaacphysics.org/questions/gcse_ch2_13_q13,Physics GCSE,N,,Physics,,,,1,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 13.1, Essential GCSE Physics 13.10, Essential GCSE Physics 13.11, Essential GCSE Physics 13.12, Essential GCSE Physics 13.14, Essential GCSE Physics 13.15, Essential GCSE Physics 13.16, Essential GCSE Physics 13.2, Essential GCSE Physics 13.3, Essential GCSE Physics 13.4, Essential GCSE Physics 13.5, Essential GCSE Physics 13.6, Essential GCSE Physics 13.7, Essential GCSE Physics 13.8, Essential GCSE Physics 13.9",,,
Essential GCSE Physics 13.14,https://isaacphysics.org/questions/gcse_ch2_13_q14,Physics GCSE,N,,Physics,,,,2,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 13.1, Essential GCSE Physics 13.10, Essential GCSE Physics 13.11, Essential GCSE Physics 13.12, Essential GCSE Physics 13.13, Essential GCSE Physics 13.15, Essential GCSE Physics 13.16, Essential GCSE Physics 13.2, Essential GCSE Physics 13.3, Essential GCSE Physics 13.4, Essential GCSE Physics 13.5, Essential GCSE Physics 13.6, Essential GCSE Physics 13.7, Essential GCSE Physics 13.8, Essential GCSE Physics 13.9",,,
Essential GCSE Physics 13.15,https://isaacphysics.org/questions/gcse_ch2_13_q15,Physics GCSE,N,,Physics,,,,2,N,N,Y,N,Y,Y,N,,"Essential GCSE Physics 13.1, Essential GCSE Physics 13.10, Essential GCSE Physics 13.11, Essential GCSE Physics 13.12, Essential GCSE Physics 13.13, Essential GCSE Physics 13.14, Essential GCSE Physics 13.16, Essential GCSE Physics 13.2, Essential GCSE Physics 13.3, Essential GCSE Physics 13.4, Essential GCSE Physics 13.5, Essential GCSE Physics 13.6, Essential GCSE Physics 13.7, Essential GCSE Physics 13.8, Essential GCSE Physics 13.9",,,
